,sec_2012,sec_2013,sec_2014,sec_2015,sec_2016,sec_2017,sec_2018,sec_2019,sec_2020,sec_2021,UAA_mj_2012,UAA_mj_2013,UAA_mj_2014,UAA_mj_2015,UAA_mj_2016,UAA_mj_2017,UAA_mj_2018,UAA_mj_2019,UAA_mj_2020,UAA_mj_2021,UAA_teoh_2012,UAA_teoh_2013,UAA_teoh_2014,UAA_teoh_2015,UAA_teoh_2016,UAA_teoh_2017,UAA_teoh_2018,UAA_teoh_2019,UAA_teoh_2020,UAA_teoh_2021,UAA_dd_2012,UAA_dd_2013,UAA_dd_2014,UAA_dd_2015,UAA_dd_2016,UAA_dd_2017,UAA_dd_2018,UAA_dd_2019,UAA_dd_2020,UAA_dd_2021,pct_price_change_2012,pct_price_change_2013,pct_price_change_2014,pct_price_change_2015,pct_price_change_2016,pct_price_change_2017,pct_price_change_2018,pct_price_change_2019,pct_price_change_2020,pct_price_change_2021,ey_2012,ey_2013,ey_2014,ey_2015,ey_2016,ey_2017,ey_2018,ey_2019,ey_2020,ey_2021,cr_2012,cr_2013,cr_2014,cr_2015,cr_2016,cr_2017,cr_2018,cr_2019,cr_2020,cr_2021,dte_2012,dte_2013,dte_2014,dte_2015,dte_2016,dte_2017,dte_2018,dte_2019,dte_2020,dte_2021,roe_2012,roe_2013,roe_2014,roe_2015,roe_2016,roe_2017,roe_2018,roe_2019,roe_2020,roe_2021,at_2012,at_2013,at_2014,at_2015,at_2016,at_2017,at_2018,at_2019,at_2020,at_2021
OPK,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08137644822750462,0.09391423326397683,0.00681534296208363,0.0878891505950785,0.05040981330021939,0.03732055233606419,0.02496538418546171,0.018536133476644387,0.055018564529726845,0.03270520239092663,0.07883023305444457,0.08782553665091754,0.03197189245973403,0.08915732788908223,0.04780380156378937,0.031235680218338502,0.032196840473577536,0.009294651459467717,0.06005460609295013,0.030599607492779023,0.0024037393507803807,0.011739234474458154,0.006710779589039838,0.056469446146212285,0.03923789724365227,0.0030393995353825143,0.0233102662071415,0.0038568103413036334,0.011174157693674287,0.0016533140485337147,-1.836734693877562,75.46777546777548,18.364928909952628,0.6006006006006093,-7.462686567164178,-47.31182795698925,-38.57142857142858,-51.162790697674424,168.7074829931973,21.77215189873416,-0.02286902286902287,-0.037914691943127965,-0.04104104104104104,-0.0059701492537313425,-0.005376344086021505,-0.11224489795918367,-0.08970099667774088,-0.36054421768707484,0.012658227848101266,-0.010395010395010396,1.5016036042915506,2.6426565051714754,1.7190143302330618,1.8025184397106813,1.8367198894020418,1.1397978993479019,1.102004363192414,1.3007638919552504,1.3933493660165706,2.4939183292526246,0.4257674144037781,0.5939856514303322,0.5168144197783763,0.4140935875146607,0.3225970069910814,0.37084234567285707,0.36832708923340757,0.4301031918694988,0.4795019715222568,0.4240567174205371,-0.142896497441952,-0.13105355340735572,-0.20540574173099083,-0.015167234570869496,-0.011991062277226208,-0.16382391223404535,-0.08543558807586259,-0.1950291034141937,0.018297975951676017,-0.017887683176213528,0.1623158403201877,0.06937038453025333,0.07188419013240102,0.17564492819367242,0.44157182467119616,0.41303148393766664,0.4040134275941302,0.3905711410349236,0.5738685185132768,0.7395536553299037
JOUT,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00908752517834259,0.03627673019140916,0.02369010377335362,0.03681908103423803,0.04123792975596911,0.012304763205164625,0.04325282778360281,0.02285712236638417,0.003776364717077622,0.01278705441126203,0.0024738876427257903,0.030503865486777047,0.02383030759613313,0.036119721951141354,0.04452351629827078,0.010378286183303482,0.039491423023828534,0.03038886470625676,0.008175085212544352,0.011103481446026277,0.01011135416622301,0.03989900340405056,0.025130635260410025,0.03433733044845971,0.04078982470337959,0.007043439495077866,0.03772412213841354,0.030356715304080975,0.009631815426082692,0.011751263042868852,29.77198697068406,35.291164658634536,15.76994434137291,-29.839743589743584,81.31566925536772,56.43738977072312,-5.395393783217917,30.575417092271028,46.844850065189036,-16.816123590517616,0.05421686746987952,0.07532467532467532,0.030448717948717948,0.04979442667884879,0.034517510707986906,0.05733612497986793,0.06962887299965952,0.06701434159061277,0.0488324602681346,0.08837656099903939,3.1026167178252244,2.9756359275389763,3.2798180369238943,3.0101791413865486,2.9853075945250835,2.8646240945799684,3.079130022417658,3.6706803541756767,3.6790932419252513,3.5710111216108165,0.518582521140066,0.45875913147297487,0.45434298440979964,0.5113755758506425,0.4953493079384663,0.4553628746851904,0.4181241202448451,0.34483289886421764,0.4441311822269241,0.47062082201938915,0.058374231008502114,0.09777505716656212,0.04596942426105272,0.05362482825507152,0.06506631453136447,0.14467663083735247,0.14566417260930453,0.15842099749178823,0.14608040201005026,0.18185406920317118,1.56389209200704,1.4789700017340037,1.4739143389715412,1.4387808986510875,1.3978612796869914,1.387113009989849,1.3746363048573509,1.2886395505494403,1.0882430506972196,1.1147345269892492
GFI,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.023909674847722842,0.008926941272634055,0.0059264063674223655,0.016591686544328382,0.016293011821269132,0.008205099854331543,0.024019235999289595,0.0080606431659518,0.024807595681090713,0.02125436821068298,0.02809894318967186,0.015811556555505944,0.0054351023916589265,0.03319469749001831,0.009049900073393301,0.010592950544064336,0.018025657823343377,0.0013833418372448253,0.02481697415483575,0.0014750955386619996,0.011291725188883536,0.005859631314366107,0.000578429858621124,0.02306899584541522,0.014140005017118151,0.0025122434554455952,0.008761299887331375,0.019102131804042286,0.0043683189078048135,0.01984084318557551,-18.0983606557377,-74.3795036028823,41.56249999999999,-38.852097130242825,8.664259927797824,42.85714285714286,-18.13953488372093,87.5,40.45454545454545,18.554476806904006,0.03362690152121697,-0.246875,0.004415011037527594,-0.11191335740072202,0.0664451827242525,-0.009302325581395349,-0.11931818181818181,0.030303030303030307,0.08845738942826321,0.08098271155595996,1.7611106061983097,1.702325581395349,1.5324638900574954,1.609820953731608,1.2249243658366302,1.3049180327868855,1.496506904955321,0.7822050007311011,1.8880523731587562,1.7279912451361867,0.788015089959373,0.8036438247799861,0.8720006551469986,1.1234465317919073,0.9860484073238024,0.9453717308257419,1.255088847020577,1.255749991405095,0.9520401232955435,0.779327377061088,0.11138518088605144,-0.07309898150894888,0.0034941173259083343,-0.08746387283236993,0.05104088286932531,-0.005495151337055538,-0.1286342310391961,0.05555746553443118,0.1888616059766992,0.19110917411200695,0.31833878835420665,0.39833609736708653,0.41833267713664934,0.43306055089575857,0.43403791813345544,0.4171840304527122,0.42229248234850847,0.45221221404294876,0.5208355636441494,0.5708687132593077
ACRX,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03747412400561964,0.05572553845391559,0.046302069846214274,0.11163994819219641,0.025069333897104987,0.13116803044458422,0.14182122351877097,0.06476149586302399,0.07984956679309098,0.01375692161422723,0.02059913498966176,0.06757227129890064,0.02015643205411582,0.1144416204983406,0.035714281121182745,0.1310616691719581,0.13924838554288554,0.06220490636693696,0.09739803275453565,0.05879648047133549,0.0044380770484016285,0.05096633161189984,0.04908085312650908,0.13973884624097171,0.03507824108784008,0.1528292540173187,0.08744454504016225,0.02964501319593518,0.05482152876413865,0.04859405338126764,121.875,165.4929577464789,-40.49513704686119,-42.79346210995543,-32.467532467532465,-22.115384615384627,14.074074074074083,-8.658008658008665,-41.23222748815165,-54.82258064516129,-0.3544600938967136,-0.05216622458001768,-0.11441307578008915,-0.14285714285714288,-0.36538461538461536,-0.54320987654321,-0.35064935064935066,-0.31753554502369674,-0.3790322580645161,-0.5176722599071759,4.309957434931268,15.224228305183459,5.556623698201151,9.307276995305164,8.738396624472573,4.642240117130307,6.7801356102461074,5.266916464624201,2.6555146016444566,2.997946944729591,0.9062250716459362,0.5039981410352793,0.8528592249657063,2.859058375864464,-19.73580663293984,-3.0694075433454766,27.34070068187162,-3.2057076633347816,-2.18914798206278,-3.170144596439417,-0.9857003574910629,-0.32020667313659285,-0.7148705418381344,-0.7368405158095008,8.0863781150459,1.4108302062505136,-11.086056901011052,1.2854314549229802,0.724286995515695,0.977878695010169,0.03710477371357719,0.26812443765847804,0.0603491156431108,0.1507453926517197,0.17358215075055253,0.10582115628970774,0.01784573519285175,0.025055825561539475,0.08169545214571235,0.036177833694940494
RBCN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16773399077147452,0.02232950063511928,0.10048592729902572,0.04198281033523682,0.01571348131128464,0.12703143004722595,0.09543008953416822,0.05253407006706555,0.0012142754747581572,0.05159972654028942,0.21862314448257633,0.06969981024588835,0.06162666565262509,0.11267175481584893,0.2310508435682928,0.13062780460781415,0.10330102535179289,0.039389985777498776,0.027911925643679353,0.009621697125253887,0.027352054216332942,0.08470279692026277,0.07933672897382564,0.05424183823737061,0.12540161636578417,0.03069267465376252,0.07206549923551175,0.007106084364673699,0.003180105811210865,0.06372816951733745,-34.93077742279021,62.847790507364955,-54.07035175879397,-75.054704595186,-47.36842105263158,1230.0,-1.0025062656641603,5.316455696202538,8.774038461538458,-0.8828729281768033,-0.0409165302782324,-0.13567839195979903,-0.37199124726477023,-2.6140350877192984,-3.983333333333334,-0.8270676691729323,0.044303797468354424,-0.050480769230769225,-0.047513812154696126,-0.021181480696982197,10.23263888888889,13.01868313997288,14.844950460629237,8.990898239331543,17.84282371294852,19.960932944606412,27.69346733668342,20.36375321336761,21.67816091954023,17.65769712140175,0.100760473143851,0.035262090698755306,0.033655070004242685,0.06479381351240333,0.05082360403575889,0.051450514505145054,0.03450867052023122,0.04680403068130545,0.04359445465174545,0.05437593575609092,-0.02457118010879114,-0.15501733991858666,-0.2333103521425541,-0.6949975889843373,-1.2463874407817797,-0.5355353553535536,0.027832369942196535,-0.03450142878628365,-0.03551027225655587,-0.024840070777187966,0.2710362117889849,0.20480524926613877,0.2343950417124152,0.1997450562721189,0.37028653349178503,0.1439169139465875,0.10834218025367381,0.10131892761702249,0.14298975672215108,0.13105918802039632
CENTA,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.001595291601711027,0.05733041931478847,0.04923927061667342,0.0014371335001746033,0.020068484250988006,0.011801066739495106,0.0014978654171012348,0.024660541890097504,0.03959866203077597,0.013458365435402818,0.020019530758340884,0.06667084899345899,0.055319029924848974,0.003941157338265907,0.044199381600975834,0.021551742006566448,0.059854851650082364,0.012209531218123505,0.023195704993818067,0.010806893184268286,0.01319548617497257,0.0676325188989418,0.05135495760976104,0.00964859695096406,0.04254522221459595,0.03531252309182924,0.0052301290691277365,0.007082438561188592,0.019616659169745525,0.01597099571940095,25.841346153846168,-35.53008595988539,41.481481481481495,42.40837696335078,127.20588235294117,22.03883495145631,-17.130734553168924,-6.047999999999998,23.739782016348766,31.70933113129646,0.04202483285577841,-0.005925925925925926,0.018848167539267012,0.04852941176470588,0.02944983818770227,0.041633518960487934,0.07648,0.05551771117166212,0.061381778144783926,0.058725182863113894,3.1565787179636193,3.6892321024082837,3.879605772452599,3.6959028625695294,3.5348112689707696,3.101881411580922,5.715980165661802,4.6932699039583525,3.464489326809945,2.9553912455798086,1.4727662659206724,1.4704270420233856,1.3614347120893486,1.2409139381492162,1.1857580505853906,1.051200517310113,1.0016172806595902,1.032791361374535,1.1707529364167644,1.547262412947339,0.04554479299092459,-0.004104045750855274,0.01809835688134311,0.06313637979383073,0.08026513423502535,0.12372124267431751,0.1297119960035011,0.09314208218017482,0.11197820491168944,0.12402199844549551,1.4788547140743267,1.4241215680870853,1.3966390621966749,1.4547091263833396,1.5088496633786865,1.5720166561328819,1.1615727484507465,1.1767834391759096,1.1522400960260994,1.0600010267335755
BH,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09085435942377296,0.11423751787963,0.021533178475815398,0.05248196136049837,0.04102601847154162,0.029168303083584854,0.014620053096807313,0.077615420888271,0.043878329911581554,0.08174573500609784,0.08046054766189457,0.11552083253764647,0.0005665014283592132,0.05953030685572449,0.052573882849869864,0.04564289317554911,0.026064848074587674,0.04106240475836524,0.00921423713408763,0.1322262711726757,0.01384224058873907,0.0017357911686708416,0.015413812441771075,0.03749186060898941,0.093795187333628,0.009544249653097208,0.009182328645190065,0.013037772318631277,0.02093669767020155,0.01777447818176467,5.914620899413414,29.901030716373512,-21.14519185220275,-18.44509524167105,45.23356454484071,-12.426035502958587,-72.59169884169884,0.7395668251452658,-2.8141933228456595,28.21043165467625,0.04151069175939696,0.19364834991315333,0.042176666416360045,-0.03124424528880977,0.17195688926458158,0.09845559845559845,0.49049128367670364,1.1504981646565284,-0.9896582733812949,0.7843866171003717,2.8078346501037865,1.7474472189286283,1.647893554151848,1.0785419590829823,1.0648107256834791,0.8313332152451806,0.9345286010489084,1.0398663967900899,0.5123228877402087,1.1473673951030696,0.9286189629947185,0.7509072971666115,0.8392057828427927,1.2241477096496904,1.062200624130541,0.8615996415369103,0.8046874863047919,0.8486332910377771,0.8022619275248394,0.5225677901500095,0.0538192929939957,0.24844798605711413,0.04509665469996884,-0.03509965172850775,0.18695905553257883,0.08763967458272655,0.03399391713632101,0.07363320990819376,-0.06725764303469374,0.06036794533228063,0.9566030445070801,0.7645818138411784,0.6757379555507129,0.8580900033668089,0.7749330654431719,0.7895981887655323,0.7866920901841975,0.5870558382317703,0.4260281266208761,0.4091452123195281
SENEA,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.01830363464791317,0.009217971874185063,0.025512691156301275,0.02719271129588366,0.01068856023622386,0.05217325278406153,0.02692921506162084,0.057049816100847056,0.0037721003582533996,0.0065794348705428204,0.01243128642997423,0.029757289739455784,0.02574594770704803,0.02127966841098208,0.007601488280751905,0.054798520191248916,0.05183084592370568,0.03901065084689051,0.007992606606013967,0.042241164298132294,0.004429366865632991,0.012980727838570183,0.016933912444703755,0.030214548610015417,0.007078642297281822,0.06710162676487406,0.03378060810776418,0.034753267707547456,0.01189449814637078,0.015676114301729948,17.738187451587905,4.901315789473681,-15.239887111947315,7.214206437291892,38.198757763975145,-23.220973782771527,-8.227642276422763,44.54287739192062,-2.1819073302279945,20.175438596491247,0.1180921052631579,0.038883662590153655,0.03366629670736219,0.18840579710144928,0.0317103620474407,-0.045853658536585365,-0.13359319631467045,0.13483696984555038,0.34636591478696743,0.12158498435870697,3.7156051942369976,4.448685333008347,4.745878721272263,1.6870033895928982,5.203247730142051,4.003066569249925,5.368073538179521,3.685835326820533,3.265028773793714,3.207773382229794,1.1874274851157243,0.9532278879765874,1.2906604497768175,1.2097345831667383,1.1784571950969578,1.696775250044088,1.033323352934836,1.3057606678094353,0.5737701513460192,0.6220794502575205,0.11279094469531492,0.03500477603446875,0.02814374662383078,0.13440645253644115,0.029044744980553167,-0.03479454815710578,0.013313053163586717,0.13263634611678554,0.21823594056921333,0.08736513787238562,1.5891160917837164,1.7431264493993002,1.5965738853708729,1.424462794040613,1.3167610798514617,1.22825758969985,1.4131304468701185,1.468993488462118,1.613951974381645,1.462762531282008
HIL,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.009832680029811774,0.02340691521076296,0.026772166004725026,0.020015381539724215,0.07106363825883781,0.12083501782514712,0.028568966529223527,0.005617748261596393,0.06745827343256795,0.02349655878100414,0.021102103711823153,0.03367736712698148,0.030385627694987163,0.04833387308314685,0.0667159551861205,0.1144171980336655,0.001292596620914885,0.0290947758535081,0.07465428624434352,0.03339689637302031,0.008303279764088296,0.01817816440073281,0.034570778301188106,0.019212806353891276,0.05014271439774522,0.053001450810803985,0.057086888249998476,0.00488605314034243,0.034548749800875474,0.024799840691868264,-28.793774319066145,7.9234972677595605,-2.784810126582282,1.041666666666674,12.113402061855671,25.287356321839095,-43.486238532110086,2.5974025974025983,-39.240506329113934,1.5625,-0.1994535519125683,0.010126582278481013,-0.06510416666666667,0.03608247422680413,-0.09885057471264369,-0.023853211009174313,-0.18181818181818182,0.0791139240506329,-0.07291666666666667,-0.0358974358974359,1.7135911013421254,1.966095766095766,1.863914162467829,2.0384136793244227,1.909772442214657,1.5762667429334096,1.6791698383147313,1.8721544026841237,2.1525343940873944,1.7731884867441168,1.9884056327647177,2.139892750522615,1.8564127136240216,2.7492947246249124,4.239875838222969,1.6501761995120627,1.8034199798824715,1.445394999455674,1.4888276846497328,1.7417642557560613,-0.19997448672246512,0.011389139417329115,-0.06683007138205987,0.05871788137818857,-0.4428436714165969,0.24727568446733528,-0.33311451109111123,0.1277715281053816,-0.07486640802283874,-0.04137002489369327,1.1401749697040124,1.2840757778856475,1.3769957675963043,1.6282540564846135,1.2897881647191152,1.6493155355529414,1.6190679422439938,1.39653349458915,1.3548726282081918,1.333434608577071
MTRX,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04020465882631157,0.051545149674111446,0.025837659854035674,0.008587989590319046,0.033629672451677625,0.0777455453614283,0.11232041421949213,0.05322327582429903,0.060787717007045584,0.037099798700769175,0.07389733099477064,0.07005749361452848,0.05352101902458412,0.04536852713446816,0.05313908784653659,0.09010710972569173,0.09264353981107261,0.022559414877064712,0.06835687225010662,0.0004925458782415286,0.048248277066991356,0.07968894583327782,0.02286960838803305,0.008212257666407997,0.06088895284815219,0.07081510399836291,0.05997486476561964,0.019889928709368135,0.06764258458260893,0.016162123922928616,21.822033898305083,112.43478260869564,-8.636921817437571,-7.974910394265233,10.516066212268749,-21.58590308370043,0.786516853932584,27.536231884057962,-51.83566433566433,-31.76043557168784,0.05739130434782609,0.03765861645517806,0.06093189964157707,0.0311587147030185,0.04801762114537445,-0.0005617977528089887,-0.023968784838350052,0.045454545454545456,-0.11252268602540835,-0.15691489361702127,2.175438596491228,1.8025260698684642,1.3916349528090388,1.426853789804156,1.5260171523797912,1.6377593891568025,1.4972679428847,1.514742340262578,1.9048918140121742,1.8984041929049167,0.5307417916881813,0.7214249124545478,1.0154667479090131,0.9972694110783892,0.7903291229093122,0.8210491316277668,0.750181123625107,0.7996346144557432,0.6801834427342323,0.6374505759283321,0.0814222845421773,0.10080533418429471,0.1268585072427316,0.06029435537718675,0.09146422618406293,-0.0005686602922851754,-0.036005181233397,0.07950403032188591,-0.1074218305947923,-0.10935108689180813,2.287112197688273,2.177126577523672,2.22010539045088,2.3632970927153365,2.3221126189671253,2.0434261044656417,1.9560724903365931,2.2366489104727862,2.128197792426205,1.4402510073659627
COST,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0045806461571343965,0.007847082786824118,0.009525496368650459,0.022943795684901194,0.026981844921811195,0.027746549257891787,0.021447191152524553,0.009450399988370203,0.015168158131599607,0.005076834435963545,0.014232902326046331,0.0034368000689228226,0.003023920517314628,0.0037611888120023668,0.027563413392701706,0.047122811014374495,0.005692966958031294,0.008340130772435846,0.027939529660888855,0.02258123648702292,0.0009126496789302815,0.026415578237522018,0.0156521699256002,0.012599463367214264,0.01852873029567105,0.03251942010922093,0.013584741863838942,0.0017156588781037374,0.00837154669153456,0.013241858255588088,18.494959193470972,20.55099767041426,19.09763065031087,13.932980599647271,-0.8606811145510762,16.24508150646431,9.450891897700409,44.28354032693535,28.19134458356014,50.67147937788632,0.03990681657044465,0.039321122500420094,0.033086419753086425,0.033498452012383904,0.03347698457310599,0.03282828282828283,0.03509891512444161,0.028307022318998367,0.02401932162004353,0.01990487933767835,1.1032626427406198,1.1948404616429056,1.2203719122953094,1.045888754534462,0.9770786516853932,0.9898256644755644,1.0182174043962662,1.0106726341610364,1.1318628240218966,1.0021738392038313,1.1680779677264739,1.75,1.638753495805034,2.0840173383749883,1.689182614336685,2.280711255528477,2.1160802869571853,1.9132443531827514,1.9701149425287356,2.2784600066379026,0.13652340629493528,0.1851616418452597,0.16444266879744307,0.21921977312551877,0.1905611417450535,0.24180882751150826,0.23918186674807296,0.23479209445585217,0.21395348837209302,0.2769664785927647,3.65280029476787,3.4724432850113924,3.4108527131782944,3.4748504784688996,3.5798631004432653,3.5498115387789912,3.4674504041146217,3.363502202643172,3.001673986608107,3.3058142673955593
WST,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00732513881758029,0.01720940034930092,0.016437050305956137,0.0023544006608882673,0.010465875119013084,0.010476898317231462,0.011210683988444166,0.005928000216453219,0.02658770816647989,0.010814140479850146,0.011140252827519907,0.015264465077879968,0.026021151037894506,0.0058583022912593215,0.00854150313293884,0.0005567982919795003,0.01104423393721905,0.009937646136520217,0.029039806593134102,0.013360181943768805,0.009675859093307718,0.004780584024394463,0.015674387180931552,0.005447700906835717,0.0014869606942485639,0.0003649100104295422,0.022051285914086657,0.002200011527373265,0.02229094079189607,0.005547372564963446,44.2687747035573,-10.392694063926932,8.520179372197312,13.11044327573252,40.86682165393556,16.31498290699045,-0.6486267355832576,53.35101499540957,88.45872414022482,65.54657442377606,0.04328767123287672,0.03281695882592744,0.03362133734034561,0.022085685818664897,0.023105033596604974,0.020674977196716328,0.028562684892379883,0.021752145280383155,0.01651900744767216,0.018954819726658283,2.128724216959511,2.7467285774588435,2.6110891089108907,2.1434934775692014,2.663485477178423,2.6601073345259394,3.1526260133944306,3.09923887587822,2.728843861740167,2.932166301969365,1.1456989984908768,0.8442188879082084,0.7461594732991953,0.655532766871765,0.5361968680089486,0.45542620517227905,0.41724557759793734,0.48830409356725146,0.5064977082771636,0.418943221717907,0.11071477568939499,0.12389673433362755,0.1328247465774898,0.09336849301689619,0.12850111856823265,0.1177435737166966,0.14817732578958676,0.15363590134757182,0.18668104610407116,0.2833775798578402,0.8097186700767264,0.8186168939937785,0.8506792746424083,0.8257919886732347,0.8790703093143821,0.8584389091689929,0.87356612259336,0.7858119074058256,0.7684515713365309,0.8544872955519343
AMZN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02506370331872701,0.014966395765112772,0.022396356246033228,0.03637330408748202,0.02099809225932489,0.0045083256118367,0.04185200202412254,0.0501655751618104,0.019032593729616604,0.07159214598293269,0.024592884085408134,0.009690482505473413,0.008732279736987897,0.05456911809409496,0.027438666856283878,0.025910691464962804,0.01725921565726126,0.02600963099002753,0.028061919649624442,0.06735834161375948,0.016272662035271057,0.03389704489251713,0.03593149548799504,0.028677360835764498,0.02447853263673766,0.021524172152770388,0.025539858739287158,0.029844434276055126,0.0024643123472665174,0.07031349054558136,44.92778740612364,58.96280942320724,-22.177085684194687,117.78314805864345,10.94556806580953,55.95636577006682,28.431682728073394,23.027756879298522,76.25606113083383,2.3767781315533476,-0.000358751544624706,0.001504551267584443,-0.0016755276300950538,0.0018937992868662062,0.006681158067398349,0.005404157438839817,0.01376858392644327,0.012695904407307994,0.013092083649326207,0.019782025828199882,1.1207241343016525,1.0715839860748477,1.1152764427355903,1.0759609428006727,1.044846631367537,1.039977195376881,1.098112324721089,1.0970482394205803,1.0502274795268425,1.1357597739445826,2.9739990234375,3.1205622819618304,4.074480960804395,3.8897190675433353,3.324708322530464,3.7388935003067596,2.734827435762015,2.6295198195294875,2.4387713588283155,2.04205577055228,-0.0047607421875,0.02811409809152473,-0.022437389442323805,0.04453078302450687,0.12294529427015816,0.10945902053484427,0.231302670555007,0.1867225265871737,0.22837351719412444,0.2413396506202756,1.8766088158500998,1.8539306257625936,1.6326575543528117,1.6350773180123463,1.6305004676146855,1.3545503008148656,1.431846687324775,1.245391745986646,1.2019614253023865,1.1171635172120253
JCS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04469974959274448,0.031678331277956585,0.02898603474335354,0.023818723407070225,0.0008780268729624008,0.10666096500720118,0.09019630562478075,0.05183258818952121,0.062100901054211885,0.01825500307550082,0.040896428116502195,0.09130987918223857,0.022756990528378568,0.04097386326324787,0.02305552758395086,0.1588200625691492,0.01882605796754859,0.0641702182279341,0.09949588695326092,0.09690052588820727,0.03337698022530268,0.03691634581280693,0.0953850299536947,0.03275878051451714,0.04486829779916293,0.11793124315216352,0.017286535048109286,0.021532391490178313,0.059671745847459726,0.009969979348681823,-26.031294452347087,7.115384615384612,-5.745062836624781,-26.0,-40.4118404118404,-23.11015118790496,-42.97752808988765,203.94088669950742,-25.931928687196105,-47.483588621444206,0.025,-0.009874326750448833,0.021904761904761906,-0.14285714285714288,-0.19870410367170627,-0.3707865168539326,-0.3694581280788178,0.00486223662884927,-0.04157549234135667,-0.35833333333333334,5.63729414080441,6.400367168974221,5.379453636013852,4.008160093258208,4.870953553835327,5.074330357142856,3.6370274914089347,4.352599118942732,4.8074751277225065,2.5011494252873563,0.19724453428373848,0.16825393243212747,0.16584515229016508,0.21792616194500242,0.18730225690782534,0.18252628581887698,0.28012388063284754,0.24812204591492235,0.16972312875039477,0.1795745681043601,0.02380977711580403,-0.010809956895578976,0.02280864915136015,-0.13365657685114635,-0.13165025229990426,-0.2405076162778874,-0.1630614841668067,0.13649983119513842,-0.003621433835140541,0.17475614055705724,0.926378460034656,1.268387857011774,1.187314281155894,1.224691751217071,1.357708023012695,1.4157981632442471,1.2333414602126744,0.860610978681679,0.7663618691050472,0.34920793065657063
NYT,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004203186333817888,0.018374402852819702,0.004164665331071822,0.025504330717081566,0.002412362646291976,0.005646041881766151,0.0360018487152841,0.0055758160989308955,0.038183242603886856,0.015337036555182256,0.014939284711131061,0.0071323213628728815,0.0031119431793996486,0.034972319060453776,0.006743992710798944,0.0049039523727972545,0.034498935031837416,0.017677418312395346,0.04285459561045166,0.008530938770069057,0.004343663810024906,0.007772589123138633,0.004026217524943917,0.0279974442466805,0.00013767511441374614,0.006111007618374777,0.03420526782808991,0.0180835803084075,0.04581335759614429,0.0008691994845512474,10.34928848641654,86.04923798358735,-16.698172652804022,1.5128593040847127,-0.894187779433675,39.097744360902254,20.486486486486477,44.324809331538816,60.92632887783649,-6.7027235850879,0.12661195779601409,0.023944549464398238,0.01739788199697428,0.028315946348733235,0.014285714285714285,0.0016216216216216215,0.03409600717810678,0.026111283804787066,0.01158972377824995,0.027122153209109733,3.096259379947323,3.3636441891360676,1.9118729475710565,1.5304381770274227,1.9967497372955105,1.803648200319013,1.3277004146715303,1.6377408926307133,1.7171821969479075,1.7038443929378773,3.4137880596592374,2.0389234218590153,2.5236871335033064,1.9183117972611663,1.5885822108300447,1.3399449275265412,1.1072670267138929,0.7797119425350318,0.7375723866453934,0.6642217138035664,0.20945375276615216,0.07690772018607639,0.045729451128511185,0.07634210669257835,0.03443080436461497,0.00478736029900943,0.12054388806885591,0.11923537925635276,0.07537246510269097,0.14277109802203508,0.7091384314417202,0.6130993659214663,0.6189534746893988,0.6531916829701078,0.7116983428625032,0.7980069340597585,0.7958580379887699,0.8674314478028737,0.7729113411729224,0.8092003144953333
