,sec_2012,sec_2013,sec_2014,sec_2015,sec_2016,sec_2017,sec_2018,sec_2019,sec_2020,sec_2021,UAA_mj_2012,UAA_mj_2013,UAA_mj_2014,UAA_mj_2015,UAA_mj_2016,UAA_mj_2017,UAA_mj_2018,UAA_mj_2019,UAA_mj_2020,UAA_mj_2021,UAA_teoh_2012,UAA_teoh_2013,UAA_teoh_2014,UAA_teoh_2015,UAA_teoh_2016,UAA_teoh_2017,UAA_teoh_2018,UAA_teoh_2019,UAA_teoh_2020,UAA_teoh_2021,UAA_dd_2012,UAA_dd_2013,UAA_dd_2014,UAA_dd_2015,UAA_dd_2016,UAA_dd_2017,UAA_dd_2018,UAA_dd_2019,UAA_dd_2020,UAA_dd_2021,pct_price_change_2012,pct_price_change_2013,pct_price_change_2014,pct_price_change_2015,pct_price_change_2016,pct_price_change_2017,pct_price_change_2018,pct_price_change_2019,pct_price_change_2020,pct_price_change_2021,ey_2012,ey_2013,ey_2014,ey_2015,ey_2016,ey_2017,ey_2018,ey_2019,ey_2020,ey_2021,cr_2012,cr_2013,cr_2014,cr_2015,cr_2016,cr_2017,cr_2018,cr_2019,cr_2020,cr_2021,dte_2012,dte_2013,dte_2014,dte_2015,dte_2016,dte_2017,dte_2018,dte_2019,dte_2020,dte_2021,roe_2012,roe_2013,roe_2014,roe_2015,roe_2016,roe_2017,roe_2018,roe_2019,roe_2020,roe_2021,at_2012,at_2013,at_2014,at_2015,at_2016,at_2017,at_2018,at_2019,at_2020,at_2021
AG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05070350633856341,0.04842703050774866,0.012371208780523002,0.02413792264655748,0.018685429996404365,0.041379286625968015,0.13409904110445034,0.06416357807054601,0.12483898127631948,0.0475915768725244,0.03956152920134716,0.0755050618037595,0.022274690985252255,0.0054962913187983214,0.037552160670169185,0.050970297763001195,0.0953277995432346,0.07690792736230792,0.09524768699165444,0.052180096387180436,0.019659498955531818,0.06979122839806662,0.023773782899697893,0.0009482160895964709,0.013012089087764758,0.03360444575207211,0.003437229137850384,0.0519498592159163,0.009558332235075379,0.05064612990763872,19.893111638954885,-51.46111936602278,-48.77551020408164,-34.860557768924295,133.33333333333334,-11.664482306684143,-12.6112759643917,108.14940577249574,9.624796084828713,-17.336309523809522,0.0396235760277365,-0.0336734693877551,-0.10358565737051795,-0.25688073394495414,0.006553079947575361,-0.04747774480712166,-0.18845500848896438,-0.016313213703099513,0.00818452380952381,-0.0018001800180018003,3.021439804298445,1.4276422976160996,0.96330955485669,1.1747065615856325,3.635096425401436,3.1385379310344823,2.860037497634897,3.381612458769989,3.503493200558912,2.298359005219243,0.3698344635862011,0.49795793217636597,0.4818311230988237,0.4497383054382167,0.3787576342968726,0.34156416045048366,0.5576052057526997,0.5520027297941633,0.4554982381362351,0.5060472539832499,0.1497797059938503,-0.06698613216059711,-0.11804823133211535,-0.19904574652251894,0.01383462468292636,-0.09145643235448123,-0.3433791981808793,-0.06110934124087867,0.027153637343043574,-0.0034890865935586204,0.30401915794108714,0.2939498357802543,0.31824145450396846,0.27788274028111937,0.32441100125411965,0.32284970970297183,0.3249387221820302,0.35405730384736617,0.29403717282267633,0.27488001114358707
TR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.009579548794023729,0.0027894235824434607,0.00454468563884965,0.005741975937350565,0.008655803223622516,0.062382279442043914,0.019809584431079507,0.013913795855106964,0.017312191211405835,0.010875357953759095,0.00782812652360236,0.00941453280176886,0.008317288437071906,0.00018849587202827457,0.007272562194792008,0.06155677706914915,0.02089756954547754,0.01523154384619063,0.019441520532474263,0.01002329406605697,0.022135964043640058,0.005119632842685545,0.006392401893246021,0.0035745433296209238,0.015314139484883964,0.04453453354855377,0.0013653122317370467,0.006668843251328729,0.022139764716891108,0.0009163121924565115,9.505703422053235,25.54012345679011,-5.808236017209589,3.066884176182705,25.8309591642925,-8.427672955974842,-8.241758241758246,2.215568862275452,-13.005272407732871,21.986531986531975,0.03433641975308642,0.0313460356484327,0.03425774877650897,0.03418803418803419,0.02716981132075472,0.035164835164835165,0.02664670658682635,0.02899824253075571,0.029966329966329967,0.026773392216395252,3.245963959516169,3.993795845045824,4.10526070835725,4.077128028642003,4.708862352700556,4.24719382956042,4.952615204183023,4.4419440812632,4.582510960997415,3.3551045418167265,0.3030431738263968,0.3058980898273569,0.3172313408648949,0.3012462994668942,0.29311575769670767,0.2686575706864503,0.2623115082405393,0.2872576676859971,0.290208360634255,0.32495053960928566,0.08002893131121935,0.08944370539684407,0.09158544772664136,0.09460910345459439,0.09487898046204139,0.11019836359572856,0.07580709849606328,0.08546052189892964,0.0773096579740532,0.08497171555039885,0.6493988097839117,0.6116360820297859,0.5970269753708867,0.5941937307958455,0.5663508680025345,0.5578078642585069,0.5477531796221292,0.5390453069138449,0.47845124411157086,0.5603435242652298
ATGFF,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01959466793733742,0.0023924251309471456,0.020933884905615766,0.025559941514078036,0.0015466530700542422,0.0199934310437513,0.011007541654659302,0.0252131836878851,0.012308743725077514,0.0023021986591675522,0.019021314248119828,0.0009709459387400854,0.02023047259705019,0.027857246718448365,0.0023742851980547656,0.01591416242506716,0.004821547856417745,0.028399985491189387,0.009434364824975967,0.0009213300605481105,0.019989683901520675,0.010029759096834606,0.022926909712391766,0.01464039684836551,0.00586048456749836,0.02151006845617003,0.009120770567648963,0.01495306426975047,0.008384777170373834,0.010798353636982613,6.415432355481632,15.318478613773268,-3.0995828988529706,-40.13101611471308,13.723886599652179,-10.080606922712187,-55.425191591084854,49.993099233029035,-3.25336838646072,47.0101902173913,0.03216652036411299,0.040667361835245046,0.02017701971967394,0.00314551606684671,0.03911806543385491,0.007909723686985868,-0.22181036692363806,0.182714426552744,0.11820652173913043,0.03789296623367021,1.0510207890120553,0.8536294480356795,1.383348581884721,1.0950722802574653,0.7414918180905532,0.8610157016683022,0.9831789371038517,0.7027615116316277,0.9578059071729957,0.9875799774181407,1.9562700614112336,1.5733805270951802,1.353925353925354,1.4029836541435678,1.2101226329245567,1.1624849111915845,2.074225805607183,1.6862582781456956,1.8105991384936693,1.8408104196816208,0.05839042662830279,0.0710719675416244,0.03639975379105814,0.012158271669561495,0.04409151969493434,0.01974478358337644,-0.056948770974581814,0.11311203995223104,0.07205325675499281,0.037231943165372976,0.2453103380616177,0.2805723096539177,0.2859604915967386,0.21711965938907868,0.21466384330333507,0.25479954546360717,0.18123102730365254,0.27760236429311175,0.2594742708526844,0.4896494234242579
CSII,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03753273987518488,0.07085644134725633,0.04433244681472734,0.03523818117564548,0.1004833722546064,0.014660005672321591,0.0381235582260884,0.03401779787330633,0.0022649917423905874,0.005509896433153479,0.034986837696712125,0.053056543236301296,0.03737997288613769,0.03474102685836053,0.10797928023755038,0.04084286588664045,0.03780236357818879,0.03366849467564508,0.0021129453613265223,0.021187048304122616,0.03354061782799411,0.04984190543425712,0.0460537425812419,0.05535685975029618,0.07676873111613447,0.08048653729000807,0.02272330790082945,0.021681533818664805,0.00026421636336081133,0.027476895598010524,27.41116751269037,173.22709163346613,-12.277631962671332,-49.73404255319149,60.11904761904763,-2.147872779843041,20.261713803292515,70.55107055107057,-9.940316937641501,-57.08409506398537,-0.07410358565737052,-0.03237095363079615,-0.041555851063829786,-0.0687830687830688,-0.07104502271788517,-0.002532714225411566,0.0017550017550017553,-0.00020580366330520683,-0.018053016453382087,-0.018636847710330137,3.236051982971096,4.007897202516396,5.473140704362744,4.4798581370449675,2.954505760725654,3.8821390217709655,4.474399359316604,4.252568189868934,6.464049791039411,5.208947849954254,0.9610425921898783,0.44985934881493894,0.19628423925553254,0.2287302327249256,0.41139974429368564,0.6381589505781787,0.5122480850747378,0.47743064943492125,0.263129110985446,0.3011868998147314,-0.5216067600733169,-0.3596630356715345,-0.23208707375620663,-0.23539283537132,-0.5552593238649316,-0.015136541401650492,0.012731464267122778,-0.0017236251554642295,-0.10132742045894222,-0.04953166173355279,1.3067929788986754,1.072241658668483,0.7510239086096282,1.0596283152782966,1.251239414069632,1.05654326080231,1.0673266060820645,1.1346893771988817,0.696706222626716,0.7345355634531876
GGG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03012173753684535,0.012902368372746692,0.003816741871294634,0.10427596763276205,0.13944497731707256,0.025029599106007036,0.00804513193848198,0.013308550284057342,0.01661802173343766,0.0011907937989137484,0.01918275355700162,0.0061281029489853684,0.017644837128649983,0.12846814543891794,0.1260104800858075,0.030451352414432635,0.006547959404291072,0.010849302565362234,0.00011463908397280152,0.010775302496225037,0.03478417254715354,0.0014907217013316633,0.02815222868133746,0.04801704378827534,0.13031751545075396,0.03571699353294763,0.009305085286668843,0.0017132189312446394,0.045439735604713274,0.01574247301631302,25.923208608461735,51.71878034569819,2.6369687660010355,-10.114741830880536,15.290689607326225,-45.577085088458304,-7.452454666076946,24.25328554360813,39.13461538461538,11.430545957152738,0.04797047970479705,0.044034818228366614,0.046769768021950604,0.08325239350631332,0.008785654110001203,0.033171163202122954,0.048745519713261645,0.039615384615384615,0.02722874913614375,0.03212602331927561,5.1229041807596705,4.693982339668231,4.926106143970656,2.615494101204423,2.828114728769278,2.6956310306877227,2.4123040796789894,2.773946628721234,3.185550843370495,2.690691644698417,1.9105775201821573,1.0922150496953646,1.5917702405239986,1.1892059016506937,1.1663744728312015,0.9074478987308162,0.9587629825781749,0.6510477290666395,0.548502068690494,0.4293199199926522,0.3283889067502874,0.3323354850913906,0.37845786803393106,0.5439579199780977,0.0708828552507755,0.3490871473163473,0.45360586162822714,0.33548892559596694,0.25738372962464484,0.25733044801423705,0.7660058680490931,0.8318269355378276,0.7904889893563994,0.924629425192187,1.0693293991114214,1.0692710655776334,1.1225952153162029,0.9727191069666294,0.8299842867260055,0.8135271885455048
LUNMF,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0009562847099798058,0.009355147386483714,0.013140597432206726,0.00422199657259828,0.03995028262824667,0.012807179476095748,0.034623194191311865,0.018052066021432257,0.02137400170671585,0.010282288540722759,0.020787054147486154,0.003347708849110776,0.014305840973861592,0.027333148065932913,0.06002489587294807,0.004374503489802568,0.02693573967439772,0.01518028149527401,0.0372309785318691,0.006770045072019129,0.014548302400865111,0.0010376539291635104,0.02968653655973075,0.005986794874600604,0.022562158328634313,0.012843181627878661,0.001396367233059373,0.0159000057867109,0.03389306463988733,0.007902128515415469,36.243386243386254,-16.27184466019418,14.517625231910936,-44.91697043337383,76.91176470588235,37.80133000831254,-37.999547579550594,45.45454545454546,48.99665551839465,-12.44668911335578,0.04077669902912621,0.05333951762523191,0.03847711624139328,-0.15073529411764705,0.027015793848711552,0.07691147639873322,0.0656734569778048,0.038461538461538464,0.025813692480359147,0.13588001538264324,2.889993841961139,1.7233929032443132,2.2182671654263104,2.975917266523908,6.772056631473554,4.165061296783146,2.9169547725899627,1.4366460786726774,1.426536258161172,1.9384147913193313,0.14827703095451036,0.20776214333695311,0.5794761606441842,0.5962026654512383,0.6932636679570419,0.5143585673110161,0.4152072484372488,0.6096351282170616,0.5697612536247403,0.5296045272198613,0.035445809176200035,0.037265318746840595,0.02427547182664701,-0.06923515359575065,-0.18241759695801138,0.10273811402203932,0.04670249615720844,0.03892027737701866,0.03753962222861233,0.15629676171347434,0.18070789492215292,0.16421036956144053,0.1298425274766521,0.2510228541154871,0.2516212784668985,0.330473362615463,0.29075944877345605,0.2736223346690287,0.2892275486624098,0.4358786875367213
GPC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.015167665055682091,0.033534879604723095,0.012480733213490617,0.008817928642933924,0.031854341539766164,0.024000439208162527,0.010448825192023815,0.028962677138712038,0.0399034004167174,0.007061349473884104,0.013713470887487676,0.031519732715916834,0.01168665424055899,0.005077169977691871,0.030710775725342705,0.024009209891662622,0.016172904212961504,0.03389971113959048,0.04034422630523504,0.003633186853251395,0.009296059349860698,0.01594432395201563,0.011314917779527851,0.005433927145869016,0.0030910178221364576,0.004536850677165003,0.0028026006126601263,0.03776168787398032,0.021921849942171404,0.013741051808115596,3.888888888888875,30.843032400125825,28.10433946387787,-19.405085859059767,11.235300966352323,-0.5547414695415531,1.0630459951583848,10.633201416371607,-5.459851266120674,39.59972119884494,0.06558666247247562,0.05325159273951196,0.04353945763348034,0.054139015019210625,0.048252041029935105,0.0441006209872645,0.0575921682982712,0.04010166619598983,0.011251618042417602,0.044721825962910126,1.9376336106780812,1.6404080496530995,1.5603642740258055,1.4097446768988091,1.4015600296879234,1.3359261238302713,1.2838557514803668,1.2415494235328708,1.2069327481590015,1.1785040164349518,1.2628510470952694,1.2866411136464326,1.4895325513741848,1.5780775894977344,1.7622128631807632,2.583089502897676,2.6529587778309334,2.963098092274388,3.1765700653479807,3.096749626779398,0.21542634264782784,0.2039316201654893,0.2147366654147914,0.2233675039772199,0.21426994695942703,0.17803961484413522,0.2334320567075203,0.16806521445000677,-0.009043496851929596,0.2565559802357212,1.911818918619945,1.8329815891234416,1.8604419372809762,1.8760556926646557,1.7314618371447277,1.31391398636571,1.4771752671283855,1.3241018873276116,1.2304440814376854,1.314825521724971
XYL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.005358702614813426,0.010149500099774885,0.0013638692744378615,0.015956031255387096,0.00667538653329474,0.025386433658534602,0.01815396218529426,0.008622875346046714,0.0192051037436266,0.02746902329667974,0.004550264256859351,0.007731060785032729,0.008344894702649519,0.007144772669839417,0.020056679137008832,0.02472182699068072,0.035971180902056914,0.016189824380686328,0.027301501559420946,0.02452765875136262,0.008873263052741723,0.00922077389243155,0.01310235111861104,0.008047387854984104,0.029465250286412798,0.022580930844459793,0.02815813245853936,0.018802772922559358,0.02602566640867488,0.029472712084818553,5.488516932658616,27.67527675276753,10.028901734104046,-4.123982138166538,35.671232876712345,37.7221324717286,-2.170087976539592,18.090527577937653,29.191521766721664,17.8111798801454,0.05904059040590406,0.035549132947976875,0.04833201996322564,0.05150684931506849,0.029281098546042002,0.026979472140762465,0.045713429256594725,0.02830308414773448,0.013852048334806953,0.0197631754503002,2.3994878361075545,2.3552168815943726,2.314977973568282,2.4362089914945324,1.4854604200323103,1.8827272727272728,1.5075593952483801,1.6322451698867422,1.8011247443762781,2.271746944644141,1.2560270009643202,1.1847389558232932,1.2867889045604137,1.2346449136276392,1.9333937471681015,1.723302897975387,1.5959741193386052,1.5985844287158746,1.9401881720430108,1.565406075635462,0.14320154291224688,0.10174029451137885,0.15843911612599906,0.16314779270633398,0.11780697779791573,0.1314013497419611,0.19734004313443565,0.13515335355578026,0.08534946236559139,0.1323620582765034,0.8102158580893354,0.7837009803921569,0.8050986842105263,0.7844105647412497,0.582483781278962,0.6861516034985423,0.7209914151204653,0.6808041504539559,0.5572571428571429,0.6277187046882552
CTS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010271241366483004,0.027056849046913432,0.030737499109213813,0.048451985548579574,0.01936099966056392,0.01614884671186083,0.0626581036872663,0.025037873268676687,0.03849988995308065,0.07436544300482473,0.003578711952243822,0.03003875555339173,0.025934121387566438,0.05016131426034148,0.0193164335905081,0.01719336737499151,0.06204280611016402,0.030645148138622937,0.040380520554294405,0.07734688064018305,0.0014746503896388777,0.02790311229792359,0.04315641829930047,0.048116356312154246,0.004100970140355081,0.012861928835609993,0.05599963831213084,0.03020249491480164,0.03590447926607848,0.07080601281660606,15.543478260869591,87.30009407337722,-10.447011551983943,-1.0656197420078395,26.984126984126977,14.955357142857139,0.5436893203883519,15.913480108149859,14.395201599466834,6.961840955432574,0.05644402634054562,0.0030135610246107484,0.044307347167694904,0.011904761904761904,0.04687500000000001,0.0170873786407767,0.05446118192352259,0.03698767077640787,0.03116807457034664,-0.035403050108932466,2.6912002503781753,2.483904541631623,3.0056887799754946,2.4862014188315853,2.198198290006012,2.2810705776666795,2.301683767176637,2.449539959565953,2.222687073533336,2.5344011361843144,1.0958328042486125,0.6185307132096964,0.5767541211019052,0.7188926839313484,0.6285823041254301,0.5697735635025667,0.4509100915780478,0.5876698772762382,0.47763888954451683,0.43333376476019136,0.07593797384205139,-0.013241038118957028,0.09152176238573582,0.024689867710027198,0.10815333991858615,0.042023821643082555,0.12312365550143016,0.08920114802119347,0.08186800477716778,-0.09031058419510848,1.0280518054941765,0.8525730586238848,0.8842153871742908,0.7896796954555877,0.7662377800141781,0.7837615991224689,0.8580117116903533,0.7289905712873472,0.6773687043665911,0.771940306593906
BOSC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0032988147532502787,0.02565675608613882,0.03118073260467212,0.0004164117605992667,0.019533236655968615,0.03161031370851511,0.036133277499947374,0.044045767392202055,0.011012304315623722,0.02173632954155039,0.0362711482519024,0.049972315835630936,0.08020781407409874,0.008585894339719664,0.035872014508424116,0.03585752949574718,0.021581115317939166,0.031995209737495485,0.028606548296084854,0.061166063058390695,0.01714630763233796,0.03438258978528097,0.015226988552827864,0.011191910151226527,0.04602396344634193,0.010082045450773684,0.025141678682183446,0.03654818781413104,0.023993820601138423,0.05459318959529598,351.09021804360873,71.84035476718404,-59.225806451612904,-38.29113924050633,8.717948717948731,3.297169811320755,-0.9087172930270948,-8.294930875576034,14.070351758793965,29.29515418502202,-0.10864745011086475,0.0,-0.09493670886075949,0.08717948717948719,0.0660377358490566,0.10959404539020046,0.12903225806451615,-0.11557788944723618,-0.09691629955947137,0.030664395229982964,0.9426063995029513,0.9647365822695536,1.0599187222379738,1.7868606569671517,1.9217167900861416,1.8761336515513125,2.187344527363184,1.7306424218203615,1.8554270961948591,2.041819012797075,4.718948035487961,4.181474480151228,2.0698508589767797,1.5864719446579556,1.1136999068033555,1.0950283812879233,0.7471114586048127,1.0067691327546386,0.940180301626085,0.7255872307799539,-0.17395437262357422,0.0,-0.08174438361336607,0.05134511913912376,0.041938490214352295,0.07565081229203367,0.08600469116497263,-0.0727084494704149,-0.08088297244923752,0.031435143235519616,1.3575821375145438,1.3500286652420908,1.6973740852346104,1.5214858841010401,1.5116291887125222,1.3515205306675386,1.6234896325394061,1.341997698321362,1.456965433385444,1.3585652542715192
UTMD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018931259021924475,0.018715515304356833,0.024649504461392382,0.004884268505191667,0.021669767716463756,0.028048499006102234,0.06561840935796719,0.02360986545937542,0.038920187164567535,0.014179839679003096,0.0012740849487085136,0.033319579464120605,0.008260711161554706,0.01447160462485935,0.00662211431957806,0.07024420189955223,0.041350108062341066,0.03132482741682847,0.037502138970243196,0.012355266805087046,0.0024843580158906142,0.027322182347313297,0.016326124506046917,0.01924202167052641,0.00018895478579824404,0.05922705780639172,0.06621825528044459,0.0004830245852494794,0.04211542530680162,0.0030737696761138147,33.518518518518505,58.55755894590846,5.055983205038483,-2.5145711906744306,24.274000683293483,11.89003436426117,2.063882063882061,29.87481945113144,-21.872103799814646,18.62396204033214,0.07683772538141471,0.053533939818054585,0.05062447960033306,0.05398018448923813,0.044398625429553265,0.02813267813267813,0.05982185844968705,0.03670064874884152,0.03499406880189799,0.0405,2.3689928425357873,3.1909078964656423,3.307880949726898,8.084849975405804,11.537723362011912,9.315909090909091,11.57851711026616,15.918213457076567,16.423634924821947,19.534846461949265,0.5093580789453033,0.33228239877189214,0.25590185265505916,0.13678784746152078,0.10600196406908902,0.18718158777297048,0.12108953613807982,0.08600001978376347,0.08678103907724027,0.07931826242789673,0.19950168720081615,0.18827685247849987,0.17625007745213458,0.17004077647599358,0.1751487493501242,0.10886818053813267,0.20850188781014023,0.14567774227691332,0.1050164361712474,0.1380275905841065,0.5412491063885098,0.502818698814288,0.5103483151610835,0.5083675402589202,0.5143241408127024,0.44746347511995255,0.4217183866570443,0.4272819186242451,0.37762763434605573,0.42434017088104053
CNRD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10128182510514129,0.12184315064052631,0.0121856047551459,0.009106611090058891,0.06799896902036254,0.06498141094921805,0.0021159031770054543,0.06725845793297743,0.10400589093652605,0.00797365255495365,0.10910769302662557,0.1194938498715872,0.008516399153043239,0.013828039544880988,0.06950407148561005,0.05684290306108794,0.00644327746463391,0.06909844157483422,0.1029168298537329,0.009639425936617319,0.04058445139787248,0.06444961022935464,0.08251955263882968,0.05153436086142794,0.018918590693684983,0.017316686849024515,0.01753258011276405,0.05085808971367292,0.06558586279170953,0.002713322066527829,24.161073825503344,99.56756756756758,-5.200433369447454,-36.57142857142858,-3.7594594594594466,-21.83623990189747,-21.257485029940113,-13.764258555133079,1.1463844797178213,26.15518744551002,0.18756756756756757,0.1305525460455038,0.10971428571428571,0.08378378378378379,-0.015445533432559184,-0.025149700598802397,0.003041825095057034,0.0017636684303350971,-0.06974716652136007,0.08914996544574982,2.8603719773051366,2.444920615485082,2.596059706283605,2.8583689685500255,3.5497279147852265,2.93192722287993,2.8625085634289458,3.414479315263909,2.8836723753632594,4.183162537294072,0.4212932336766027,0.4997925258495855,0.44778077786542075,0.3422573824397224,0.42035929177565423,0.44332070616825103,0.43170690377875093,0.36262286900804724,0.4408371542671203,0.2744229057979865,0.205783908136768,0.2424144910108649,0.17308567441296038,0.08536536343390977,-0.014623745025423218,-0.01897648488313916,0.0017658547896581558,0.0007663996150178678,-0.03730956959029729,0.05626995620539843,1.6229940951719348,1.7127087732770208,1.6188058903958888,1.5801298561280352,0.9992888964523835,1.1708346745239804,1.1357166439299085,1.3561188719719564,1.0179451316532362,1.3089634588792598
MGTI,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.7136321862800319,0.8228807707985875,0.5759260429606015,2.356697378430019,0.10523794729475,1.506833955652965,1.7695808195107463,0.3799774198080268,4.783436564223762,2.2954778705907377,1.9501234626800263,0.609285117989024,0.6782977933815734,3.1716087157299624,0.5089743337223931,1.9674901121966748,2.7826915651508033,0.6757574271156681,3.9491011718835387,3.476931763277711,0.5305628443769567,0.8076583771896553,0.04257194861095238,0.22874837486895605,0.4440599220516148,0.11921224322258439,0.8789418598115228,0.024521371992902274,0.3539424151314801,0.26852957118749343,4251.747463359639,-27.204663212435232,-78.29104238585003,-62.295081967213115,217.39130434782606,552.054794520548,-98.8781512605042,-66.29213483146069,122.22222222222223,-58.74999999999999,-0.6787564766839379,-0.6548275739350156,-0.918032786885246,-1.1304347826086956,-1.4794520547945207,-0.28151260504201686,-6.741573033707865,-2.2222222222222223,-0.25,0.0,6.526678141135973,4.890355329949239,1.1834662799129803,30.873417721518987,2.890052356020943,6.139084507042254,0.13302752293577982,0.3561507936507936,0.14068655036578503,0.8893395133256083,-80.6979166666666,0.07642768466790813,0.1483274174464881,0.013079470198675497,-4.272727272727272,0.14351890844773857,-1.2789333333333335,0.33064766036566473,3.6863543788187365,1.54384410983171,37.541666666666636,-0.7915890751086282,-0.5733032160912122,-0.7915562913907285,42.06346483704973,-4.247704876610798,12.719466666666667,-2.7211031918190276,-7.916496945010182,-1.363153232949513,0.05345706443602143,0.02854465508541772,0.09891345073061072,0.016996241215884948,0.1640461215932914,0.23083155336230388,3.8814531548757163,0.1047973917093619,0.6258148631029986,0.30745125348189417
ELMD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04838764769941003,0.0959015466752274,0.1285595036477828,0.01240081627657355,0.09470684924032975,0.1072398379777773,0.006918049791788752,0.002513479540040331,0.013812071678503823,0.03168911024818416,0.09679862266303713,0.12216335223899848,0.11828949976982336,0.013007720307458108,0.07672044361099073,0.09813872280738485,0.011649143565527813,0.005884843153801795,0.006008564153820017,0.029970081330678633,0.09566402260577944,0.052126332467086145,0.002822535466568521,0.01224247787505009,0.02099968987627786,0.007869220100278754,0.032508004055592316,0.00397177069137469,0.0021669516116239827,0.0022805591819749955,-60.86956521739131,151.85185185185182,-21.623529411764697,-28.700090063044136,104.21052631578948,56.44329896907219,-16.144975288303133,69.94106090373282,13.41040462427745,32.51783893985729,0.014814814814814814,-0.047058823529411764,-0.06004202942059442,0.06842105263157895,0.06958762886597938,0.044481054365733116,0.04518664047151277,0.02774566473988439,0.0509683995922528,0.02153846153846154,3.908415248141932,5.661349134001823,5.833607907742998,5.523036419482229,5.150065104166666,6.379834254143646,4.683111954459203,6.778729281767956,9.384795713328867,6.834231515412804,0.38733421750663133,0.26057298772169163,0.24150943396226418,0.24999999999999997,0.2584510055626872,0.20940843297671488,0.2166248001826901,0.1406699308308075,0.09900826446280993,0.14477418558736424,0.01240053050397878,-0.0954261506426366,-0.10133647798742139,0.07842573972996265,0.13527721743382845,0.11689741976085588,0.08686914820735327,0.0765135618248232,0.13755371900826446,0.07286525172754195,0.933224989245256,0.860332649806334,0.9807497467071935,1.1150818730249927,1.1168212949919853,1.1306101209834787,1.077333133118102,1.0662942018123596,0.9767183035042863,0.9635398420868253
BIOL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004208449509236566,0.011763081423123878,0.012880483634547454,0.017902032168124513,0.050509189173809005,0.1245095301146286,0.0972483997689015,0.03935771968861897,0.0033555033371794746,0.027624134137321003,0.0016509130821985817,0.011079326718307692,0.01684170846628341,0.014178395814629968,0.045617839404636006,0.13033690561412548,0.09590189944423189,0.03714080229879775,0.013797927796889806,0.021673045413407407,0.014342017212302549,0.04732360049630244,0.017152724156525176,0.002995975606183754,0.0517977109042543,0.1070785742247662,0.08557976306054617,0.0049065454769555705,0.017136389496598153,0.023703909026021045,-28.01556420233462,52.97297297297297,-7.067137809187285,-68.0190114068441,66.44869813339673,-69.54285714285714,132.1763602251407,-44.17171717171718,-24.606477293287487,-6.407487401007916,-0.05405405405405406,-0.12367491166077738,-0.1711026615969582,-0.41612174533349183,-0.20714285714285713,-0.6566604127579738,-1.0606060606060606,-1.393160846752307,-1.343892488600912,-0.28205128205128205,1.3892645161290322,1.178449336797484,3.3928549315831837,2.3037203760095326,1.8866992339291664,2.696335078534031,2.0859898540740276,1.0481011676170526,3.128397041789183,3.5650101126841953,1.7109547227403763,2.6597099398655812,0.41247384439794565,0.6951253761283852,0.90079311126218,0.46903622693096375,2.473351970421138,6.334638415476736,3.091045073793379,1.1931132973659158,-0.2591148041376971,-1.3538497818653457,-0.45001902225603957,-0.8135606820461384,-0.6966236120552912,-0.5759056732740943,-1.9403011993867798,-4.112160294795023,-1.678201037096131,-0.6409869882576961,1.8295749538673256,1.8180939493524066,0.8022490446610441,1.1473101228373295,1.2353067404210676,1.0917085427135678,1.198333160245093,1.1868935849530566,0.5552711761121268,0.7088488531944144
